file,variant,orig_bytes,out_bytes,orig_curve_cmds,out_curve_cmds
districts/合.svg,oracle,4227,499,20,21
districts/河.svg,oracle,2673,358,15,20
districts/忽.svg,bronze,3179,610,25,33
districts/华.svg,seal,4729,783,27,37
districts/皇.svg,oracle,4797,628,19,24
districts/机.svg,seal,2918,579,15,17
districts/技.svg,seal,4017,620,15,17
districts/家.svg,oracle,4396,507,14,16
districts/嘉.svg,bronze,7214,1031,48,57
districts/建.svg,oracle,5820,736,21,26
districts/交.svg,seal,2394,423,14,13
districts/街.svg,oracle,4478,716,24,34
districts/竞.svg,oracle,6639,979,40,47
districts/剧.svg,seal,5224,838,19,23
districts/军.svg,bronze,5243,976,35,45
districts/坎.svg,seal,3686,631,21,27
districts/空.svg,bronze,3144,477,13,13
districts/口.svg,oracle,3008,706,29,38
districts/扩.svg,seal,6373,1044,30,40
districts/拉.svg,seal,3459,602,16,18
districts/乐.svg,oracle,3683,508,16,16
districts/里.svg,bronze,3831,806,32,42
districts/烈.svg,seal,4474,881,34,50
districts/邻.svg,bronze,4736,1076,63,80
districts/卢.svg,oracle,5387,641,17,18
districts/伦.svg,seal,4903,818,23,31
districts/玛.svg,oracle,6388,692,19,22
districts/棉.svg,seal,4456,893,28,35
districts/姆.svg,bronze,4016,856,38,51
districts/南.svg,oracle,3122,443,16,15
districts/年.svg,oracle,2372,404,15,17
districts/皮.svg,bronze,2972,503,17,20
districts/墙.svg,oracle,6051,807,29,41
districts/清.svg,bronze,11832,1321,80,83
districts/区.svg,oracle,4725,706,24,31
districts/萨.svg,seal,5101,782,20,24
districts/塞.svg,oracle,6051,740,30,44
districts/纱.svg,bronze,3448,734,36,58
districts/商.svg,oracle,4162,853,36,44
districts/设.svg,seal,5398,828,23,29
districts/圣.svg,oracle,4564,493,12,12
districts/市.svg,oracle,3562,628,25,36
districts/书.svg,bronze,4196,591,16,20
districts/水.svg,oracle,3839,504,24,32
districts/四.svg,oracle,2502,521,21,33
districts/台.svg,bronze,4474,763,71,47
districts/太.svg,seal,2222,484,15,18
districts/体.svg,bronze,6148,944,36,45
districts/天.svg,oracle,3424,674,29,37
districts/庭.svg,bronze,2455,577,21,29
districts/头.svg,bronze,3505,667,27,39
districts/图.svg,bronze,7351,1086,48,59
districts/围.svg,bronze,5910,1022,44,52
districts/卫.svg,oracle,4334,865,42,58
districts/文.svg,oracle,3399,456,16,19
districts/洗.svg,seal,4868,860,24,33
districts/想.svg,bronze,10991,1209,70,77
districts/校.svg,bronze,25158,2479,117,121
districts/心.svg,oracle,2584,408,12,12
districts/须.svg,oracle,2113,362,12,12
districts/雅.svg,seal,4580,798,22,26
districts/亚.svg,oracle,3450,467,15,15
districts/业.svg,bronze,9009,1291,56,70
districts/一.svg,oracle,1941,564,28,36
districts/伊.svg,oracle,3068,499,16,22
districts/营.svg,bronze,4400,687,24,34
districts/娱.svg,seal,4726,727,18,23
districts/园.svg,seal,4608,826,20,28
districts/院.svg,seal,4718,838,26,34
districts/越.svg,bronze,5378,790,66,40
districts/运.svg,seal,6077,929,26,31
districts/澡.svg,seal,6004,947,28,37
districts/造.svg,bronze,7194,1055,75,56
districts/扎.svg,seal,2612,512,16,18
districts/展.svg,seal,5405,895,24,33
districts/占.svg,oracle,5550,594,20,25
districts/政.svg,oracle,3276,673,25,34
districts/之.svg,oracle,2598,390,13,13
districts/知.svg,bronze,5748,1034,49,62
districts/筑.svg,seal,5055,758,24,30
districts/字.svg,bronze,4397,872,55,64
districts/综.svg,seal,5452,924,29,47
emergencies/急.svg,seal,4107,662,15,19
environmentaleffects/候.svg,seal,4246,707,16,24
eras/鼎.svg,oracle,4094,629,19,20
eras/古.svg,oracle,4733,867,34,44
eras/剑.svg,bronze,6108,743,27,34
eras/王.svg,oracle,3845,711,29,37
gamesettings/设.svg,seal,5398,828,23,29
governments/官.svg,oracle,3508,595,21,25
governors/督.svg,seal,4047,824,28,35
greatpeople/贤.svg,bronze,6017,1028,52,64
greatworks/阿.svg,bronze,3879,959,59,65
greatworks/埃.svg,seal,3956,553,13,13
greatworks/爱.svg,seal,5047,805,20,23
greatworks/安.svg,oracle,3688,551,18,22
greatworks/昂.svg,seal,3265,680,21,26
greatworks/奥.svg,seal,5085,969,28,40
greatworks/巴.svg,oracle,3277,402,12,12
greatworks/白.svg,oracle,2252,362,14,18
greatworks/邦.svg,oracle,3170,489,16,17
greatworks/卑.svg,bronze,3375,519,16,17
greatworks/北.svg,oracle,3712,448,15,18
greatworks/贝.svg,oracle,3427,565,18,24
greatworks/比.svg,oracle,4320,760,36,43
greatworks/碧.svg,seal,3666,725,26,30
greatworks/波.svg,seal,4978,941,30,45
greatworks/伯.svg,oracle,2755,380,17,15
greatworks/勃.svg,seal,4878,829,22,29
greatworks/博.svg,bronze,5726,906,73,51
greatworks/布.svg,bronze,2764,457,15,19
greatworks/查.svg,seal,5872,977,29,38
greatworks/柴.svg,bronze,8692,895,60,61
greatworks/茨.svg,seal,5111,902,30,42
greatworks/翠.svg,bronze,11378,1059,64,65
greatworks/达.svg,oracle,4962,878,40,56
greatworks/大.svg,oracle,2903,343,12,14
greatworks/代.svg,seal,2805,537,15,21
greatworks/岛.svg,seal,4889,871,28,40
greatworks/德.svg,oracle,5828,1010,45,61
greatworks/迪.svg,seal,4379,773,27,31
greatworks/第.svg,oracle,2438,426,17,20
greatworks/蒂.svg,seal,5760,767,16,18
greatworks/典.svg,oracle,6327,952,34,42
greatworks/雕.svg,bronze,17901,1466,82,92
greatworks/定.svg,oracle,3217,537,20,26
greatworks/东.svg,oracle,3754,551,18,22
greatworks/多.svg,oracle,4286,514,17,22
greatworks/尔.svg,bronze,4053,756,72,52
greatworks/梵.svg,seal,5128,795,25,27
greatworks/菲.svg,seal,4902,753,21,28
greatworks/芬.svg,seal,3039,595,21,28
greatworks/夫.svg,oracle,3503,440,17,18
greatworks/符.svg,bronze,14800,1643,87,98
greatworks/复.svg,oracle,3367,510,18,20
greatworks/高.svg,oracle,4711,631,25,33
greatworks/戈.svg,oracle,2459,333,12,12
greatworks/歌.svg,bronze,3548,708,24,30
greatworks/格.svg,bronze,5589,963,45,54
greatworks/工.svg,oracle,2634,420,14,15
greatworks/古.svg,oracle,4733,867,34,44
greatworks/观.svg,oracle,6115,777,27,35
greatworks/号.svg,bronze,3734,787,55,59
greatworks/荷.svg,seal,4770,852,25,36
greatworks/赫.svg,seal,5356,985,33,49
greatworks/呼.svg,bronze,7639,884,61,64
greatworks/胡.svg,bronze,7909,956,61,65
greatworks/花.svg,seal,4729,783,27,37
greatworks/华.svg,seal,4729,783,27,37
greatworks/基.svg,oracle,4206,566,18,20
greatworks/吉.svg,oracle,4685,861,34,46
greatworks/纪.svg,bronze,2682,717,28,36
greatworks/迹.svg,bronze,5885,937,75,56
greatworks/加.svg,bronze,3251,791,56,63
greatworks/贾.svg,oracle,3807,463,14,14
greatworks/件.svg,seal,2700,527,15,20
greatworks/健.svg,seal,5047,813,173,39
greatworks/教.svg,oracle,3957,656,22,32
greatworks/杰.svg,seal,4700,703,17,23
greatworks/金.svg,bronze,3715,873,59,67
greatworks/经.svg,bronze,4101,784,30,41
greatworks/井.svg,oracle,2740,430,13,13
greatworks/景.svg,seal,3528,624,20,25
greatworks/卡.svg,seal,1532,323,13,16
greatworks/开.svg,seal,4765,839,25,32
greatworks/坎.svg,seal,3686,631,21,27
greatworks/康.svg,oracle,3098,612,26,38
greatworks/考.svg,oracle,3143,368,12,12
greatworks/科.svg,seal,4254,714,16,18
greatworks/克.svg,oracle,2329,433,17,21
greatworks/空.svg,bronze,3144,477,13,13
greatworks/拉.svg,seal,3459,602,16,18
greatworks/莱.svg,seal,4548,753,25,32
greatworks/兰.svg,seal,6216,895,23,27
greatworks/朗.svg,seal,4338,754,20,24
greatworks/乐.svg,oracle,3683,508,16,16
greatworks/雷.svg,oracle,4209,629,24,28
greatworks/李.svg,bronze,39041,4428,223,245
greatworks/里.svg,bronze,3831,806,32,42
greatworks/力.svg,oracle,1524,318,13,13
greatworks/利.svg,oracle,6256,910,43,65
greatworks/廖.svg,seal,5842,1117,47,71
greatworks/列.svg,bronze,36399,3743,178,188
greatworks/林.svg,oracle,3514,511,15,18
greatworks/刘.svg,seal,9085,1235,33,49
greatworks/留.svg,bronze,4261,918,42,59
greatworks/卢.svg,oracle,5387,641,17,18
greatworks/鲁.svg,oracle,7431,858,26,36
greatworks/吕.svg,oracle,5113,523,15,17
greatworks/伦.svg,seal,4903,818,23,31
greatworks/罗.svg,oracle,4555,634,22,28
greatworks/洛.svg,bronze,5800,1046,71,68
greatworks/马.svg,oracle,6388,692,19,22
greatworks/麦.svg,oracle,2512,417,13,14
greatworks/曼.svg,oracle,3606,571,22,28
greatworks/毛.svg,bronze,2612,413,12,13
greatworks/弥.svg,bronze,5920,1051,39,53
greatworks/米.svg,oracle,2868,610,30,45
greatworks/末.svg,bronze,4190,763,38,42
greatworks/莫.svg,oracle,5178,981,46,66
greatworks/姆.svg,bronze,4016,856,38,51
greatworks/木.svg,oracle,2292,330,14,12
greatworks/穆.svg,oracle,4620,474,13,13
greatworks/纳.svg,bronze,3213,772,31,41
greatworks/奈.svg,oracle,2858,737,38,48
greatworks/尼.svg,seal,2259,494,15,23
greatworks/努.svg,seal,4767,748,20,24
greatworks/诺.svg,bronze,6038,961,72,48
greatworks/佩.svg,bronze,3826,614,19,23
greatworks/品.svg,oracle,4135,861,39,51
greatworks/坡.svg,bronze,5414,1166,66,78
greatworks/普.svg,seal,3990,696,24,30
greatworks/期.svg,bronze,4444,756,29,40
greatworks/奇.svg,seal,3173,615,19,25
greatworks/崎.svg,seal,4893,751,19,23
greatworks/器.svg,bronze,6509,1023,82,64
greatworks/恰.svg,seal,3582,757,22,30
greatworks/乔.svg,bronze,2770,553,18,20
greatworks/情.svg,seal,4723,738,16,14
greatworks/屈.svg,bronze,2806,553,19,25
greatworks/人.svg,oracle,1900,267,12,12
greatworks/萨.svg,seal,5101,782,20,24
greatworks/塞.svg,oracle,6051,740,30,44
greatworks/瑟.svg,seal,3685,613,15,20
greatworks/森.svg,oracle,4525,659,18,22
greatworks/莎.svg,seal,5423,1035,37,53
greatworks/设.svg,seal,5398,828,23,29
greatworks/什.svg,seal,2229,451,15,22
greatworks/神.svg,bronze,6081,999,78,62
greatworks/诗.svg,seal,7202,657,17,19
greatworks/时.svg,bronze,3160,571,22,31
greatworks/史.svg,oracle,2585,391,15,15
greatworks/士.svg,bronze,3565,675,66,42
greatworks/世.svg,bronze,3805,661,66,40
greatworks/舒.svg,bronze,14925,1634,87,97
greatworks/丝.svg,oracle,4316,619,20,22
greatworks/斯.svg,bronze,4725,1033,64,73
greatworks/叟.svg,oracle,4850,866,34,45
greatworks/塑.svg,oracle,6687,1048,44,57
greatworks/孙.svg,oracle,3378,468,15,16
greatworks/索.svg,oracle,5497,547,18,20
greatworks/塔.svg,seal,4938,807,25,33
greatworks/泰.svg,seal,2222,484,15,18
greatworks/忒.svg,seal,3559,535,15,17
greatworks/特.svg,seal,4426,755,18,25
greatworks/提.svg,seal,4072,698,20,24
greatworks/体.svg,bronze,6148,944,36,45
greatworks/天.svg,oracle,3424,674,29,37
greatworks/汀.svg,seal,3318,734,27,41
greatworks/吐.svg,seal,2341,502,16,18
greatworks/托.svg,oracle,1522,283,13,13
greatworks/瓦.svg,seal,1810,415,14,15
greatworks/万.svg,oracle,2364,298,12,12
greatworks/维.svg,bronze,4186,797,31,39
greatworks/伟.svg,seal,4151,686,18,24
greatworks/未.svg,oracle,3985,418,12,12
greatworks/温.svg,oracle,4194,707,27,40
greatworks/文.svg,oracle,3399,456,16,19
greatworks/沃.svg,seal,5635,955,30,43
greatworks/武.svg,oracle,2522,390,16,18
greatworks/物.svg,oracle,3159,791,40,54
greatworks/悟.svg,seal,3186,713,22,32
greatworks/西.svg,oracle,6407,689,26,36
greatworks/希.svg,seal,3931,715,22,27
greatworks/夏.svg,oracle,4207,571,23,24
greatworks/香.svg,oracle,3625,782,31,49
greatworks/象.svg,oracle,4841,562,15,15
greatworks/肖.svg,bronze,2190,560,25,34
greatworks/写.svg,seal,5297,884,21,25
greatworks/辛.svg,oracle,2173,320,13,15
greatworks/行.svg,oracle,3916,811,39,55
greatworks/兴.svg,oracle,5391,949,37,48
greatworks/雄.svg,seal,4732,754,19,22
greatworks/雪.svg,oracle,4298,808,41,58
greatworks/雅.svg,seal,4580,798,22,26
greatworks/亚.svg,oracle,3450,467,15,15
greatworks/业.svg,bronze,9009,1291,56,70
greatworks/伊.svg,oracle,3068,499,16,22
greatworks/遗.svg,bronze,5610,1079,90,82
greatworks/艺.svg,oracle,4186,776,28,36
greatworks/易.svg,oracle,2690,481,22,29
greatworks/音.svg,bronze,5192,873,74,54
greatworks/英.svg,bronze,9421,1090,61,68
greatworks/原.svg,bronze,3432,601,21,28
greatworks/泽.svg,seal,5846,1003,28,41
greatworks/扎.svg,seal,2612,512,16,18
greatworks/斋.svg,bronze,7508,1179,87,75
greatworks/征.svg,oracle,4446,892,41,56
greatworks/制.svg,bronze,6109,1078,46,59
greatworks/置.svg,oracle,4352,777,31,39
greatworks/子.svg,oracle,4268,579,15,16
greatworks/紫.svg,bronze,4446,833,31,40
greatworks/宗.svg,oracle,3425,482,18,23
greatworks/作.svg,oracle,2347,435,17,18
historicmoments/史.svg,oracle,2585,391,15,15
improvements/耕.svg,seal,5321,841,20,24
leaders/阿.svg,bronze,3879,959,59,65
leaders/埃.svg,seal,3956,553,13,13
leaders/安.svg,oracle,3688,551,18,22
leaders/昂.svg,seal,3265,680,21,26
leaders/奥.svg,seal,5085,969,28,40
leaders/澳.svg,seal,6936,1078,33,51
leaders/巴.svg,oracle,3277,402,12,12
leaders/跋.svg,seal,4151,694,17,20
leaders/白.svg,oracle,2252,362,14,18
leaders/拜.svg,bronze,5670,932,31,41
leaders/班.svg,bronze,5517,902,72,50
leaders/磅.svg,seal,3904,616,15,17
leaders/堡.svg,oracle,3679,493,14,15
leaders/暴.svg,oracle,4874,634,23,29
leaders/北.svg,oracle,3712,448,15,18
leaders/备.svg,oracle,8408,737,22,22
leaders/本.svg,bronze,4377,768,37,42
leaders/比.svg,oracle,4320,760,36,43
leaders/彼.svg,bronze,4758,779,71,47
leaders/必.svg,oracle,1746,277,12,14
leaders/边.svg,oracle,4253,508,17,17
leaders/变.svg,bronze,4829,744,28,37
leaders/病.svg,seal,3713,696,21,26
leaders/波.svg,seal,4978,941,30,45
leaders/玻.svg,bronze,4848,1020,45,63
leaders/伯.svg,oracle,2755,380,17,15
leaders/布.svg,bronze,2764,457,15,19
leaders/查.svg,seal,5872,977,29,38
leaders/场.svg,seal,3655,686,20,27
leaders/成.svg,oracle,3134,493,19,24
leaders/池.svg,bronze,3517,874,58,66
leaders/川.svg,oracle,2865,564,24,35
leaders/茨.svg,seal,5111,902,30,42
leaders/粗.svg,seal,3495,739,26,31
leaders/达.svg,oracle,4962,878,40,56
leaders/大.svg,oracle,2903,343,12,14
leaders/代.svg,seal,2805,537,15,21
leaders/导.svg,seal,6349,1139,41,59
leaders/盗.svg,oracle,3628,621,24,30
leaders/得.svg,oracle,5289,875,36,49
leaders/德.svg,oracle,5828,1010,45,61
leaders/地.svg,bronze,5173,995,41,56
leaders/狄.svg,bronze,2688,601,21,28
leaders/迪.svg,seal,4379,773,27,31
leaders/帝.svg,oracle,4153,805,30,39
leaders/蒂.svg,seal,5760,767,16,18
leaders/丁.svg,oracle,2500,414,14,16
leaders/动.svg,bronze,6250,1232,72,85
leaders/阇.svg,seal,5936,1102,39,53
leaders/度.svg,oracle,4328,570,20,24
leaders/囤.svg,seal,5102,833,24,31
leaders/顿.svg,seal,5102,833,24,31
leaders/多.svg,oracle,4286,514,17,22
leaders/俄.svg,seal,3909,604,13,15
leaders/鹅.svg,seal,6482,934,23,30
leaders/厄.svg,bronze,2685,386,13,13
leaders/恩.svg,seal,3593,613,20,18
leaders/尔.svg,bronze,4053,756,72,52
leaders/二.svg,oracle,2489,371,15,21
leaders/法.svg,bronze,5314,946,37,52
leaders/番.svg,bronze,6063,1016,82,67
leaders/菲.svg,seal,4902,753,21,28
leaders/夫.svg,oracle,3503,440,17,18
leaders/福.svg,bronze,8497,1239,90,77
leaders/甘.svg,oracle,4897,546,18,23
leaders/刚.svg,oracle,5418,676,23,26
leaders/高.svg,oracle,4711,631,25,33
leaders/膏.svg,oracle,4213,647,22,27
leaders/戈.svg,oracle,2459,333,12,12
leaders/哥.svg,seal,3335,627,20,25
leaders/格.svg,bronze,5589,963,45,54
leaders/工.svg,oracle,2634,420,14,15
leaders/公.svg,oracle,2992,777,37,50
leaders/古.svg,oracle,4733,867,34,44
leaders/国.svg,bronze,4618,1003,46,68
leaders/果.svg,bronze,5858,1076,54,67
leaders/哈.svg,seal,2618,531,21,23
leaders/海.svg,bronze,4642,734,29,43
leaders/韩.svg,bronze,4329,882,41,48
leaders/罕.svg,seal,3832,688,17,19
leaders/汉.svg,bronze,11336,1270,76,83
leaders/汗.svg,seal,3792,736,24,34
leaders/翰.svg,seal,6071,932,26,35
leaders/号.svg,bronze,3734,787,55,59
leaders/荷.svg,seal,4770,852,25,36
leaders/赫.svg,seal,5356,985,33,49
leaders/黑.svg,oracle,3131,470,18,18
leaders/忽.svg,bronze,3179,610,25,33
leaders/化.svg,oracle,3337,787,41,50
leaders/皇.svg,oracle,4797,628,19,24
leaders/机.svg,seal,2918,579,15,17
leaders/积.svg,bronze,5117,607,15,17
leaders/基.svg,oracle,4206,566,18,20
leaders/吉.svg,oracle,4685,861,34,46
leaders/笈.svg,seal,4736,737,15,18
leaders/加.svg,bronze,3251,791,56,63
leaders/伽.svg,seal,4681,777,23,29
leaders/家.svg,oracle,4396,507,14,16
leaders/贾.svg,oracle,3807,463,14,14
leaders/坚.svg,seal,3972,719,23,28
leaders/舰.svg,seal,5047,813,173,39
leaders/教.svg,oracle,3957,656,22,32
leaders/津.svg,bronze,5491,889,34,48
leaders/京.svg,oracle,4189,497,14,15
leaders/景.svg,seal,3528,624,20,25
leaders/惧.svg,bronze,6938,944,31,38
leaders/军.svg,bronze,5243,976,35,45
leaders/君.svg,oracle,3274,757,34,46
leaders/菌.svg,seal,4996,838,23,31
leaders/卡.svg,seal,1532,323,13,16
leaders/凯.svg,seal,4539,798,21,25
leaders/科.svg,seal,4254,714,16,18
leaders/克.svg,oracle,2329,433,17,21
leaders/肯.svg,seal,2804,570,17,20
leaders/空.svg,bronze,3144,477,13,13
leaders/恐.svg,bronze,3115,505,16,18
leaders/库.svg,bronze,3525,646,20,23
leaders/昆.svg,bronze,3246,537,16,19
leaders/扩.svg,seal,6373,1044,30,40
leaders/拉.svg,seal,3459,602,16,18
leaders/莱.svg,seal,4548,753,25,32
leaders/兰.svg,seal,6216,895,23,27
leaders/浪.svg,seal,5012,912,29,44
leaders/劳.svg,oracle,5481,955,45,64
leaders/乐.svg,oracle,3683,508,16,16
leaders/勒.svg,bronze,6784,1167,66,76
leaders/里.svg,bronze,3831,806,32,42
leaders/理.svg,bronze,6160,1105,61,65
leaders/历.svg,seal,5185,828,23,34
leaders/丽.svg,oracle,8234,775,23,24
leaders/利.svg,oracle,6256,910,43,65
leaders/莉.svg,oracle,6256,910,43,65
leaders/廉.svg,seal,6003,892,22,22
leaders/烈.svg,seal,4474,881,34,50
leaders/林.svg,oracle,3514,511,15,18
leaders/琳.svg,seal,5098,817,18,23
leaders/领.svg,seal,5254,956,30,42
leaders/另.svg,seal,6742,1248,44,65
leaders/流.svg,bronze,3926,805,37,54
leaders/六.svg,oracle,2711,338,12,13
leaders/卢.svg,oracle,5387,641,17,18
leaders/鲁.svg,oracle,7431,858,26,36
leaders/路.svg,bronze,5864,1011,75,53
leaders/掠.svg,seal,4295,703,19,23
leaders/伦.svg,seal,4903,818,23,31
leaders/罗.svg,oracle,4555,634,22,28
leaders/洛.svg,bronze,5800,1046,71,68
leaders/马.svg,oracle,6388,692,19,22
leaders/玛.svg,oracle,6388,692,19,22
leaders/蛮.svg,bronze,7810,1105,39,49
leaders/曼.svg,oracle,3606,571,22,28
leaders/贸.svg,bronze,4384,641,21,25
leaders/梅.svg,bronze,4235,791,41,48
leaders/美.svg,oracle,3122,466,12,13
leaders/蒙.svg,bronze,7026,1248,91,83
leaders/米.svg,oracle,2868,610,30,45
leaders/棉.svg,seal,4456,893,28,35
leaders/民.svg,oracle,4569,503,16,17
leaders/明.svg,oracle,5317,706,28,38
leaders/谟.svg,seal,4521,757,23,27
leaders/摩.svg,seal,5465,1011,30,48
leaders/姆.svg,bronze,4016,856,38,51
leaders/穆.svg,oracle,4620,474,13,13
leaders/纳.svg,bronze,3213,772,31,41
leaders/娜.svg,seal,2777,540,12,15
leaders/南.svg,oracle,3122,443,16,15
leaders/尼.svg,seal,2259,494,15,23
leaders/努.svg,seal,4767,748,20,24
leaders/女.svg,oracle,2794,391,14,17
leaders/诺.svg,bronze,6038,961,72,48
leaders/帕.svg,seal,3009,589,18,20
leaders/佩.svg,bronze,3826,614,19,23
leaders/品.svg,oracle,4135,861,39,51
leaders/葡.svg,oracle,8408,737,22,22
leaders/普.svg,seal,3990,696,24,30
leaders/齐.svg,oracle,3387,550,21,28
leaders/其.svg,oracle,6171,586,20,20
leaders/奇.svg,seal,3173,615,19,25
leaders/骑.svg,bronze,17043,2292,142,189
leaders/器.svg,bronze,6509,1023,82,64
leaders/乔.svg,bronze,2770,553,18,20
leaders/秦.svg,oracle,5349,641,18,22
leaders/琴.svg,seal,4507,874,24,34
leaders/情.svg,seal,4723,738,16,14
leaders/人.svg,oracle,1900,267,12,12
leaders/日.svg,oracle,3306,472,15,22
leaders/若.svg,oracle,5095,860,31,42
leaders/撒.svg,seal,4729,845,28,32
leaders/萨.svg,seal,5101,782,20,24
leaders/塞.svg,oracle,6051,740,30,44
leaders/赛.svg,seal,7205,1187,38,54
leaders/三.svg,oracle,3514,777,36,53
leaders/瑟.svg,seal,3685,613,15,20
leaders/森.svg,oracle,4525,659,18,22
leaders/沙.svg,bronze,3448,734,36,58
leaders/莎.svg,seal,5423,1035,37,53
leaders/山.svg,oracle,6901,852,35,53
leaders/善.svg,bronze,8340,1140,76,56
leaders/商.svg,oracle,4162,853,36,44
leaders/什.svg,seal,2229,451,15,22
leaders/神.svg,bronze,6081,999,78,62
leaders/声.svg,oracle,7853,799,27,37
leaders/圣.svg,oracle,4564,493,12,12
leaders/时.svg,bronze,3160,571,22,31
leaders/士.svg,bronze,3565,675,66,42
leaders/世.svg,bronze,3805,661,66,40
leaders/势.svg,seal,6507,902,20,22
leaders/私.svg,bronze,15071,1649,89,96
leaders/思.svg,bronze,3776,890,57,60
leaders/斯.svg,bronze,4725,1033,64,73
leaders/死.svg,oracle,5746,532,16,22
leaders/松.svg,bronze,4506,955,47,59
leaders/苏.svg,bronze,8515,1194,84,64
leaders/随.svg,seal,6919,1076,38,48
leaders/塔.svg,seal,4938,807,25,33
leaders/萄.svg,seal,5272,769,18,22
leaders/特.svg,seal,4426,755,18,25
leaders/体.svg,bronze,6148,944,36,45
leaders/替.svg,oracle,3088,506,17,22
leaders/天.svg,oracle,3424,674,29,37
leaders/添.svg,seal,3748,775,26,34
leaders/条.svg,seal,4590,801,24,34
leaders/廷.svg,bronze,4394,896,78,62
leaders/庭.svg,bronze,2455,577,21,29
leaders/突.svg,oracle,2882,493,19,24
leaders/图.svg,bronze,7351,1086,48,59
leaders/徒.svg,oracle,3956,711,29,41
leaders/吐.svg,seal,2341,502,16,18
leaders/托.svg,oracle,1522,283,13,13
leaders/陀.svg,bronze,4995,1039,61,69
leaders/瓦.svg,seal,1810,415,14,15
leaders/威.svg,bronze,5662,966,34,45
leaders/维.svg,bronze,4186,797,31,39
leaders/伟.svg,seal,4151,686,18,24
leaders/文.svg,oracle,3399,456,16,19
leaders/武.svg,oracle,2522,390,16,18
leaders/西.svg,oracle,6407,689,26,36
leaders/希.svg,seal,3931,715,22,27
leaders/悉.svg,seal,3764,615,17,19
leaders/邪.svg,bronze,14677,1270,75,81
leaders/袖.svg,seal,4834,729,19,23
leaders/虚.svg,seal,4817,745,15,17
leaders/学.svg,oracle,4386,625,18,22
leaders/牙.svg,bronze,3848,754,70,47
leaders/雅.svg,seal,4580,798,22,26
leaders/亚.svg,oracle,3450,467,15,15
leaders/艳.svg,seal,9117,1323,39,53
leaders/耶.svg,bronze,14677,1270,75,81
leaders/野.svg,oracle,4220,616,18,22
leaders/业.svg,bronze,9009,1291,56,70
leaders/叶.svg,bronze,8573,1373,78,94
leaders/伊.svg,oracle,3068,499,16,22
leaders/义.svg,oracle,5199,572,14,14
leaders/易.svg,oracle,2690,481,22,29
leaders/印.svg,oracle,3680,405,13,13
leaders/英.svg,bronze,9421,1090,61,68
leaders/永.svg,oracle,2403,458,18,22
leaders/用.svg,oracle,4793,431,14,15
leaders/语.svg,bronze,6839,1148,82,62
leaders/员.svg,oracle,3966,665,22,24
leaders/缘.svg,seal,5170,783,18,24
leaders/约.svg,seal,4397,707,20,24
leaders/越.svg,bronze,5378,790,66,40
leaders/运.svg,seal,6077,929,26,31
leaders/造.svg,bronze,7194,1055,75,56
leaders/则.svg,bronze,6906,1025,44,54
leaders/旃.svg,bronze,4893,708,22,29
leaders/占.svg,oracle,5550,594,20,25
leaders/战.svg,bronze,6502,1186,56,78
leaders/张.svg,bronze,4576,997,44,60
leaders/真.svg,bronze,3426,593,21,27
leaders/争.svg,oracle,3089,428,16,12
leaders/制.svg,bronze,6109,1078,46,59
leaders/朱.svg,oracle,1608,309,12,13
leaders/主.svg,oracle,2096,578,28,38
leaders/准.svg,seal,5264,933,29,36
leaders/兹.svg,oracle,4579,603,21,23
leaders/宗.svg,oracle,3425,482,18,23
mappins/标.svg,seal,6155,1067,36,48
notifications/埃.svg,seal,3956,553,13,13
notifications/挨.svg,seal,4861,717,17,19
notifications/碍.svg,seal,5765,972,23,32
notifications/傲.svg,seal,5307,777,20,25
notifications/巴.svg,oracle,3277,402,12,12
notifications/坝.svg,seal,5122,857,28,36
notifications/败.svg,oracle,5285,631,18,22
notifications/斑.svg,seal,6225,904,24,25
notifications/邦.svg,oracle,3170,489,16,17
notifications/暴.svg,oracle,4874,634,23,29
notifications/本.svg,bronze,4377,768,37,42
notifications/比.svg,oracle,4320,760,36,43
notifications/币.svg,seal,5555,879,30,43
notifications/避.svg,seal,6512,1072,33,46
notifications/边.svg,oracle,4253,508,17,17
notifications/变.svg,bronze,4829,744,28,37
notifications/便.svg,bronze,3758,595,18,24
notifications/标.svg,seal,6155,1067,36,48
notifications/别.svg,oracle,3717,508,19,24
notifications/捕.svg,seal,4511,798,19,20
notifications/布.svg,bronze,2764,457,15,19
notifications/步.svg,oracle,3462,757,38,50
notifications/部.svg,seal,4858,809,22,28
notifications/产.svg,bronze,4608,919,44,54
notifications/称.svg,seal,5192,857,24,28
notifications/成.svg,oracle,3134,493,19,24
notifications/承.svg,oracle,4000,744,29,37
notifications/诚.svg,seal,5873,931,23,31
notifications/城.svg,bronze,6863,1217,67,79
notifications/程.svg,bronze,4309,687,24,30
notifications/充.svg,seal,2651,446,13,13
notifications/丑.svg,oracle,3464,351,14,12
notifications/出.svg,oracle,3541,508,16,19
notifications/除.svg,seal,4835,897,24,31
notifications/窗.svg,seal,1801,501,16,18
notifications/创.svg,bronze,4192,713,68,40
notifications/瓷.svg,seal,4269,807,29,39
notifications/丛.svg,bronze,19107,1918,92,98
notifications/促.svg,seal,3105,582,17,21
notifications/篡.svg,seal,5669,1000,35,51
notifications/打.svg,seal,2959,565,18,22
notifications/大.svg,oracle,2903,343,12,14
notifications/代.svg,seal,2805,537,15,21
notifications/单.svg,oracle,3592,714,30,38
notifications/弹.svg,oracle,3021,468,17,19
